date,returns
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,0.0
2011-09-17,0.0
2011-09-18,0.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,0.0
2011-09-24,0.0
2011-09-25,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-01,0.0
2011-10-02,0.0
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-06,0.0
2011-10-07,0.0
2011-10-08,0.0
2011-10-09,0.0
2011-10-10,0.0011154038999999707
2011-10-11,-0.0007523881666378387
2011-10-12,-0.0005946681751517523
2011-10-13,0.0002397559595647302
2011-10-14,0.0004915073961565429
2011-10-15,-0.000996365974276277
2011-10-16,-1.9609772696817973e-07
2011-10-17,-1.9609776542250573e-07
2011-10-18,-0.013709504224828641
2011-10-19,1.7583105011800045e-05
2011-10-20,1.7582795851500423e-05
2011-10-21,0.0003718231254484415
2011-10-22,0.007727409422773061
2011-10-23,-7.13378267668734e-05
2011-10-24,-7.134291621547142e-05
2011-10-25,-0.0028629952372252504
2011-10-26,-0.000662613492700425
2011-10-27,0.034617849099123944
2011-10-28,0.002015194623619755
2011-10-29,-0.005756159320148493
2011-10-30,-0.012241477292870562
2011-10-31,-0.005541329766136736
2011-11-01,0.0008762840651475651
2011-11-02,0.007008805237158358
2011-11-03,0.0005008038260732083
2011-11-04,0.0005005531471418167
2011-11-05,-0.019470259433879453
2011-11-06,-0.0018599412391659173
2011-11-07,0.005274235500672007
2011-11-08,-6.190101496080988e-07
2011-11-09,0.00934802407230672
2011-11-10,9.1641394633138e-05
2011-11-11,-9.855343970339722e-07
2011-11-12,0.0022564446143155358
2011-11-13,-3.327384349683648e-07
2011-11-14,-0.04134829835247923
2011-11-15,0.000745107348521708
2011-11-16,0.02596923961357993
2011-11-17,-0.0005080713931712033
2011-11-18,-0.02490443540567007
2011-11-19,-0.0037935768044791342
2011-11-20,-0.0032636972956781186
2011-11-21,-0.007591162695027473
2011-11-22,0.020803085577306896
2011-11-23,0.026446695324014082
2011-11-24,0.0
2011-11-25,-0.015008039963121157
2011-11-26,0.0013335436989847205
2011-11-27,-0.007386235110144866
2011-11-28,-4.2411433055503056e-05
2011-11-29,0.004432486700376386
2011-11-30,0.03482984592693668
2011-12-01,0.01634220801920929
2011-12-02,-0.029112453939530217
2011-12-03,-0.00866054499080643
2011-12-04,0.00035647713770711634
2011-12-05,0.00035635010704108944
2011-12-06,0.004571991850152235
2011-12-07,0.02948637457584765
2011-12-08,4.643292882490008e-05
2011-12-09,-0.009214957261275207
2011-12-10,-1.5719163853076319e-07
2011-12-11,0.0067691841354822965
2011-12-12,0.020101035455234752
2011-12-13,0.00784361454317568
2011-12-14,-0.00844858631379493
2011-12-15,-0.0018475323844196253
2011-12-16,-0.0007483304677037266
2011-12-17,0.006038085388504996
2011-12-18,3.9435334665218875e-05
2011-12-19,0.035605687563690286
2011-12-20,0.06850087635732229
2011-12-21,-0.0158528782649785
2011-12-22,-0.019959259220521854
2011-12-23,0.005591123870797107
2011-12-24,0.01083621167251845
2011-12-25,-0.005880127785991371
2011-12-26,0.005958544564225444
2011-12-27,-0.00398118677891145
2011-12-28,0.001001557410039354
2011-12-29,0.020135221292386443
2011-12-30,-0.028661598067430644
2011-12-31,0.038116891981581885
2012-01-01,0.04206816221342488
2012-01-02,-2.0568244269997169e-07
2012-01-03,0.027880566892319058
2012-01-04,0.0273668462154175
2012-01-05,0.10204938964210566
2012-01-06,-0.05606352324119975
2012-01-07,0.07309624882269065
2012-01-08,0.017029285328060362
2012-01-09,-0.05907944728048393
2012-01-10,0.07600434820929088
2012-01-11,-0.011934087280339676
2012-01-12,-0.04265197760893676
2012-01-13,0.008091335328658756
2012-01-14,-0.02724775842985647
2012-01-15,0.07939805848414226
2012-01-16,-0.004231696687563917
2012-01-17,-0.0963069049776544
2012-01-18,0.10896078032940504
2012-01-19,-0.07671990471464428
2012-01-20,0.07281308629952159
2012-01-21,-0.016487670861775643
2012-01-22,0.0019205247109363808
2012-01-23,-0.02622811706664425
2012-01-24,0.0030472573348468038
2012-01-25,-0.02432443672308407
2012-01-26,-0.08525594914771563
2012-01-27,0.046210160032414405
2012-01-28,-0.1078019286253674
2012-01-29,0.07349292421730044
2012-01-30,0.009319569281986163
2012-01-31,-0.03281624363140747
2012-02-01,0.06993438960730645
2012-02-02,0.04599449629221136
2012-02-03,0.002220318887594367
2012-02-04,-0.04076514605741145
2012-02-05,-0.040265459414417684
2012-02-06,-1.2316352864129826e-06
2012-02-07,0.01151590225476738
2012-02-08,0.02245730533435504
2012-02-09,0.0028222721874397953
2012-02-10,-0.0012367602325086373
2012-02-11,-0.047730806192982304
2012-02-12,0.02233413751091754
2012-02-13,0.015875149128828706
2012-02-14,-0.11652634330667322
2012-02-15,-0.029724216932909043
2012-02-16,-0.027551155044748
2012-02-17,0.025441919674773675
2012-02-18,-0.07154598140911485
2012-02-19,0.026259460077458368
2012-02-20,0.008945430688445822
2012-02-21,0.024845669276049958
2012-02-22,-0.012312439783577269
2012-02-23,0.1344228502838709
2012-02-24,-0.045378670624198585
2012-02-25,0.00880292244097931
2012-02-26,-0.003490442878448051
2012-02-27,0.010508006230859344
2012-02-28,-0.0277299633215937
2012-02-29,0.019608081154825967
2012-03-01,0.0017482725619807366
2012-03-02,-0.03664965022370486
2012-03-03,-0.02565385905181388
2012-03-04,0.030078783136422982
2012-03-05,0.045965952175700715
